,cash
12692,355.0
12693,355.0
12694,335.0
12695,465.0
12696,445.0
12697,445.0
12698,425.0
12699,410.0
12700,400.0
12701,390.0
12702,390.0
12703,370.0
12704,510.0
12705,495.0
12706,495.0
12707,475.0
12708,455.0
12709,455.0
12710,445.0
12711,445.0
12712,425.0
12713,530.0
12714,520.0
12715,520.0
12716,500.0
12717,575.0
12718,590.0
12719,570.0
12720,570.0
12721,550.0
12722,680.0
12723,660.0
12724,660.0
12725,640.0
12726,620.0
12727,600.0
12728,580.0
12729,580.0
12730,560.0
12731,740.0
12732,730.0
12733,730.0
12734,710.0
12735,705.0
12736,690.0
12737,690.0
12738,670.0
12739,660.0
12740,660.0
12741,660.0
12742,660.0
12743,640.0
12744,640.0
12745,620.0
12746,795.0
12747,810.0
12748,790.0
12749,790.0
12750,790.0
12751,770.0
12752,770.0
12753,770.0
12754,760.0
12755,750.0
12756,750.0
12757,750.0
12758,745.0
12759,730.0
12760,730.0
12761,730.0
12762,200.0
12763,190.0
12764,180.0
12765,160.0
12766,290.0
12767,280.0
12768,270.0
12769,260.0
12770,250.0
12771,240.0
12772,230.0
12773,210.0
12774,170.0
12775,150.0
12776,150.0
12777,110.0
12778,65.0
12779,50.0
12780,40.0
12781,20.0
12782,190.0
12783,180.0
12784,260.0
12785,245.0
12786,235.0
12787,215.0
12788,195.0
12789,155.0
12790,135.0
12791,125.0
12792,115.0
12793,115.0
12794,95.0
12795,95.0
12796,75.0
12797,230.0
12798,220.0
12799,210.0
12800,190.0
12801,190.0
12802,180.0
12803,170.0
12804,150.0
12805,335.0
12806,325.0
12807,325.0
12808,305.0
12809,375.0
12810,355.0
12811,355.0
12812,335.0
12813,295.0
12814,295.0
12815,275.0
12816,265.0
12817,265.0
12818,245.0
12819,235.0
12820,225.0
12821,215.0
12822,270.0
12823,235.0
12824,225.0
12825,205.0
12826,380.0
12827,360.0
12828,350.0
12829,340.0
12830,320.0
12831,395.0
12832,375.0
12833,365.0
12834,355.0
12835,335.0
12836,645.0
12837,625.0
12838,625.0
12839,605.0
12840,595.0
12841,585.0
12842,565.0
12843,625.0
12844,605.0
12845,595.0
12846,575.0
12847,710.0
12848,690.0
12849,680.0
12850,660.0
12851,640.0
12852,620.0
12853,590.0
12854,580.0
12855,570.0
12856,550.0
12857,645.0
12858,640.0
12859,630.0
12860,610.0
12861,790.0
12862,780.0
12863,825.0
12864,815.0
12865,805.0
12866,785.0
12867,795.0
12868,785.0
12869,775.0
12870,765.0
12871,745.0
12872,725.0
12873,725.0
12874,685.0
12875,645.0
12876,635.0
12877,625.0
12878,605.0
12879,685.0
12880,685.0
12881,685.0
12882,665.0
12883,645.0
12884,625.0
12885,600.0
12886,595.0
12887,625.0
12888,615.0
12889,650.0
12890,665.0
12891,655.0
12892,645.0
12893,625.0
12894,600.0
12895,585.0
12896,200.0
12897,205.0
12898,205.0
12899,195.0
12900,175.0
12901,170.0
12902,165.0
12903,155.0
12904,135.0
12905,265.0
12906,245.0
12907,235.0
12908,215.0
12909,350.0
12910,330.0
12911,320.0
12912,300.0
12913,505.0
12914,485.0
12915,465.0
12916,455.0
12917,435.0
12918,650.0
12919,630.0
12920,620.0
12921,610.0
12922,590.0
12923,755.0
12924,735.0
12925,725.0
12926,705.0
12927,685.0
12928,695.0
12929,675.0
12930,770.0
12931,750.0
12932,740.0
12933,720.0
12934,720.0
12935,725.0
12936,715.0
12937,705.0
12938,685.0
12939,835.0
12940,820.0
12941,800.0
12942,790.0
12943,790.0
12944,770.0
12945,760.0
12946,890.0
12947,905.0
12948,920.0
12949,900.0
12950,950.0
12951,965.0
12952,945.0
12953,935.0
12954,925.0
12955,915.0
12956,895.0
12957,855.0
12958,850.0
12959,835.0
12960,915.0
12961,895.0
12962,885.0
12963,865.0
12964,1105.0
12965,1085.0
12966,1075.0
12967,1055.0
12968,1055.0
12969,1035.0
12970,1025.0
12971,1005.0
12972,1180.0
12973,1150.0
12974,1140.0
12975,1130.0
12976,1110.0
12977,1305.0
12978,1295.0
12979,1285.0
12980,1265.0
12981,1350.0
12982,1340.0
12983,1330.0
12984,1310.0
12985,1430.0
12986,1395.0
12987,1395.0
12988,1375.0
12989,1375.0
12990,1355.0
12991,1350.0
12992,1330.0
12993,1310.0
12994,1300.0
12995,1280.0
12996,200.0
12997,190.0
12998,180.0
12999,160.0
13000,160.0
13001,150.0
13002,140.0
13003,120.0
13004,225.0
13005,205.0
13006,195.0
13007,185.0
13008,185.0
13009,165.0
13010,155.0
13011,155.0
13012,145.0
13013,140.0
13014,115.0
13015,105.0
13016,105.0
13017,105.0
13018,105.0
13019,95.0
13020,95.0
13021,95.0
13022,75.0
13023,65.0
13024,65.0
13025,65.0
13026,110.0
13027,100.0
13028,100.0
13029,100.0
13030,100.0
13031,90.0
13032,90.0
13033,90.0
13034,90.0
13035,80.0
13036,70.0
13037,50.0
13038,255.0
13039,245.0
13040,235.0
13041,215.0
13042,175.0
13043,155.0
13044,155.0
13045,125.0
13046,115.0
13047,115.0
13048,115.0
13049,105.0
13050,95.0
13051,95.0
13052,145.0
13053,145.0
13054,145.0
13055,165.0
13056,160.0
13057,160.0
13058,160.0
13059,140.0
13060,120.0
13061,110.0
13062,90.0
13063,80.0
13064,70.0
13065,30.0
13066,200.0
13067,190.0
13068,180.0
13069,160.0
13070,345.0
13071,325.0
13072,315.0
13073,295.0
13074,430.0
13075,410.0
13076,475.0
13077,455.0
13078,500.0
13079,500.0
13080,490.0
13081,470.0
13082,570.0
13083,565.0
13084,555.0
13085,545.0
13086,525.0
13087,505.0
13088,485.0
13089,445.0
13090,445.0
13091,435.0
13092,425.0
13093,405.0
13094,385.0
13095,375.0
13096,375.0
13097,355.0
13098,355.0
13099,345.0
13100,345.0
13101,345.0
13102,395.0
13103,385.0
13104,385.0
13105,385.0
13106,450.0
13107,430.0
13108,410.0
13109,400.0
13110,360.0
13111,320.0
13112,280.0
13113,260.0
13114,250.0
13115,250.0
13116,230.0
13117,210.0
13118,190.0
13119,190.0
13120,170.0
13121,285.0
13122,275.0
13123,275.0
13124,255.0
13125,370.0
13126,385.0
13127,365.0
13128,355.0
13129,315.0
13130,275.0
13131,235.0
13132,195.0
13133,175.0
13134,165.0
13135,155.0
13136,135.0
13137,260.0
13138,240.0
13139,230.0
13140,210.0
13141,190.0
13142,170.0
13143,150.0
13144,150.0
13145,155.0
13146,145.0
13147,145.0
13148,125.0
13149,105.0
13150,100.0
13151,115.0
13152,130.0
13153,110.0
13154,100.0
13155,100.0
13156,180.0
13157,180.0
13158,185.0
13159,175.0
13160,165.0
13161,145.0
13162,125.0
13163,100.0
13164,85.0
13165,75.0
13166,65.0
13167,45.0
13168,35.0
13169,15.0
13170,145.0
13171,125.0
13172,115.0
13173,95.0
13174,200.0
13175,190.0
13176,180.0
13177,180.0
13178,160.0
13179,150.0
13180,130.0
13181,245.0
13182,225.0
13183,215.0
13184,195.0
13185,155.0
13186,115.0
13187,95.0
13188,85.0
13189,65.0
13190,200.0
13191,180.0
13192,170.0
13193,160.0
13194,140.0
13195,295.0
13196,275.0
13197,265.0
13198,255.0
13199,405.0
13200,420.0
13201,400.0
13202,485.0
13203,465.0
13204,465.0
13205,445.0
13206,605.0
13207,585.0
13208,585.0
13209,585.0
13210,565.0
13211,565.0
13212,545.0
13213,680.0
13214,660.0
13215,660.0
13216,660.0
13217,735.0
13218,715.0
13219,705.0
13220,705.0
13221,685.0
13222,685.0
13223,665.0
13224,660.0
13225,635.0
13226,635.0
13227,635.0
13228,635.0
13229,615.0
13230,605.0
13231,585.0
13232,700.0
13233,680.0
13234,670.0
13235,670.0
13236,745.0
13237,725.0
13238,725.0
13239,725.0
13240,725.0
13241,705.0
13242,695.0
13243,675.0
13244,655.0
13245,635.0
13246,625.0
13247,625.0
13248,705.0
13249,695.0
13250,695.0
13251,695.0
13252,730.0
13253,715.0
13254,705.0
13255,685.0
13256,665.0
13257,665.0
13258,645.0
13259,635.0
13260,615.0
13261,615.0
13262,595.0
13263,585.0
13264,585.0
13265,565.0
13266,580.0
13267,560.0
13268,560.0
13269,560.0
13270,625.0
13271,605.0
13272,605.0
13273,605.0
13274,585.0
13275,585.0
13276,555.0
13277,545.0
13278,545.0
13279,545.0
13280,540.0
13281,525.0
13282,515.0
13283,495.0
13284,645.0
13285,625.0
13286,625.0
13287,625.0
13288,200.0
13289,190.0
13290,180.0
13291,160.0
13292,160.0
13293,140.0
13294,120.0
13295,120.0
13296,100.0
13297,175.0
13298,155.0
13299,145.0
13300,145.0
13301,145.0
13302,125.0
13303,115.0
13304,95.0
13305,300.0
13306,290.0
13307,290.0
13308,270.0
13309,395.0
13310,385.0
13311,375.0
13312,365.0
13313,360.0
13314,355.0
13315,355.0
13316,345.0
13317,345.0
13318,345.0
13319,375.0
13320,375.0
13321,365.0
13322,365.0
13323,365.0
13324,365.0
13325,355.0
13326,355.0
13327,355.0
13328,355.0
13329,345.0
13330,345.0
13331,345.0
13332,390.0
13333,380.0
13334,380.0
13335,380.0
13336,360.0
13337,350.0
13338,350.0
13339,350.0
13340,350.0
13341,350.0
13342,340.0
13343,340.0
13344,340.0
13345,395.0
13346,385.0
13347,385.0
13348,385.0
13349,380.0
13350,375.0
13351,375.0
13352,375.0
13353,435.0
13354,425.0
13355,425.0
13356,425.0
13357,447.5
13358,437.5
13359,437.5
13360,437.5
13361,437.5
13362,427.5
13363,427.5
13364,427.5
13365,467.5
13366,457.5
13367,447.5
13368,447.5
13369,427.5
13370,407.5
13371,397.5
13372,377.5
13373,357.5
13374,347.5
13375,337.5
13376,337.5
13377,327.5
13378,327.5
13379,327.5
13380,327.5
13381,327.5
13382,332.5
13383,322.5
13384,312.5
13385,312.5
13386,312.5
13387,307.5
13388,302.5
13389,302.5
13390,302.5
13391,332.5
13392,322.5
13393,322.5
13394,322.5
13395,200.0
13396,190.0
13397,190.0
13398,190.0
13399,180.0
13400,180.0
13401,170.0
13402,160.0
13403,140.0
13404,120.0
13405,80.0
13406,70.0
13407,60.0
13408,50.0
13409,30.0
13410,130.0
13411,145.0
13412,125.0
13413,115.0
13414,95.0
13415,260.0
13416,240.0
13417,230.0
13418,220.0
13419,200.0
13420,200.0
13421,190.0
13422,180.0
13423,160.0
13424,140.0
13425,130.0
13426,130.0
13427,110.0
13428,110.0
13429,100.0
13430,100.0
13431,100.0
13432,100.0
13433,80.0
13434,70.0
13435,50.0
13436,165.0
13437,145.0
13438,135.0
13439,135.0
13440,230.0
13441,210.0
13442,210.0
13443,190.0
13444,185.0
13445,170.0
13446,160.0
13447,160.0
13448,250.0
13449,230.0
13450,220.0
13451,220.0
13452,345.0
13453,325.0
13454,315.0
13455,315.0
13456,295.0
13457,285.0
13458,265.0
13459,460.0
13460,440.0
13461,430.0
13462,410.0
13463,575.0
13464,555.0
13465,535.0
13466,525.0
13467,505.0
13468,590.0
13469,570.0
13470,560.0
13471,540.0
13472,660.0
13473,650.0
13474,630.0
13475,620.0
13476,600.0
13477,585.0
13478,570.0
13479,560.0
13480,540.0
13481,650.0
13482,630.0
13483,705.0
13484,685.0
13485,675.0
13486,665.0
13487,645.0
13488,605.0
13489,585.0
13490,585.0
13491,565.0
13492,580.0
13493,560.0
13494,550.0
13495,530.0
13496,675.0
13497,655.0
13498,720.0
13499,705.0
13500,695.0
13501,685.0
13502,665.0
13503,715.0
13504,695.0
13505,200.0
13506,190.0
13507,180.0
13508,160.0
13509,300.0
13510,290.0
13511,280.0
13512,280.0
13513,270.0
13514,260.0
13515,260.0
13516,250.0
13517,240.0
13518,220.0
13519,315.0
13520,305.0
13521,295.0
13522,275.0
13523,430.0
13524,420.0
13525,420.0
13526,420.0
13527,420.0
13528,410.0
13529,410.0
13530,410.0
13531,390.0
13532,380.0
13533,370.0
13534,370.0
13535,370.0
13536,365.0
13537,360.0
13538,350.0
13539,330.0
13540,450.0
13541,440.0
13542,440.0
13543,475.0
13544,465.0
13545,455.0
13546,435.0
13547,570.0
13548,560.0
13549,550.0
13550,530.0
13551,645.0
13552,645.0
13553,635.0
13554,625.0
13555,625.0
13556,625.0
13557,615.0
13558,605.0
13559,585.0
13560,690.0
13561,680.0
13562,660.0
13563,660.0
13564,650.0
13565,640.0
13566,640.0
13567,630.0
13568,625.0
13569,620.0
13570,610.0
13571,590.0
13572,590.0
13573,580.0
13574,570.0
13575,550.0
13576,645.0
13577,635.0
13578,635.0
13579,615.0
13580,615.0
13581,605.0
13582,595.0
13583,575.0
13584,660.0
13585,650.0
13586,685.0
13587,675.0
13588,665.0
13589,655.0
13590,635.0
13591,615.0
13592,595.0
13593,595.0
13594,585.0
13595,575.0
13596,575.0
13597,575.0
13598,595.0
13599,590.0
13600,620.0
13601,610.0
13602,600.0
13603,580.0
13604,710.0
13605,700.0
13606,690.0
13607,670.0
13608,840.0
13609,830.0
13610,200.0
13611,190.0
13612,190.0
13613,170.0
13614,290.0
13615,270.0
13616,260.0
13617,250.0
13618,230.0
13619,370.0
13620,355.0
13621,345.0
13622,325.0
13623,315.0
13624,295.0
13625,255.0
13626,235.0
13627,215.0
13628,205.0
13629,185.0
13630,175.0
13631,175.0
13632,145.0
13633,135.0
13634,135.0
13635,115.0
13636,105.0
13637,105.0
13638,85.0
13639,75.0
13640,55.0
13641,210.0
13642,190.0
13643,180.0
13644,160.0
13645,345.0
13646,325.0
13647,305.0
13648,295.0
13649,275.0
13650,565.0
13651,545.0
13652,600.0
13653,580.0
13654,570.0
13655,560.0
13656,540.0
13657,530.0
13658,520.0
13659,500.0
13660,475.0
13661,460.0
13662,510.0
13663,490.0
13664,480.0
13665,470.0
13666,470.0
13667,450.0
13668,430.0
13669,420.0
13670,400.0
13671,585.0
13672,565.0
13673,640.0
13674,620.0
13675,610.0
13676,590.0
13677,570.0
13678,530.0
13679,530.0
13680,510.0
13681,500.0
13682,480.0
13683,595.0
13684,575.0
13685,555.0
13686,545.0
13687,525.0
13688,485.0
13689,485.0
13690,470.0
13691,460.0
13692,440.0
13693,420.0
13694,400.0
13695,380.0
13696,360.0
13697,350.0
13698,330.0
13699,445.0
13700,425.0
13701,415.0
13702,395.0
13703,560.0
13704,540.0
13705,530.0
13706,510.0
13707,570.0
13708,560.0
13709,550.0
13710,530.0
13711,635.0
13712,640.0
13713,630.0
13714,620.0
13715,580.0
13716,540.0
13717,515.0
13718,500.0
13719,490.0
13720,470.0
13721,620.0
13722,590.0
13723,580.0
13724,560.0
13725,540.0
13726,520.0
13727,570.0
13728,550.0
13729,540.0
13730,520.0
13731,200.0
13732,215.0
13733,205.0
13734,195.0
13735,175.0
13736,280.0
13737,270.0
13738,260.0
13739,260.0
13740,320.0
13741,310.0
13742,300.0
13743,280.0
13744,405.0
13745,395.0
13746,385.0
13747,375.0
13748,375.0
13749,365.0
13750,365.0
13751,365.0
13752,355.0
13753,335.0
13754,325.0
13755,320.0
13756,315.0
13757,305.0
13758,285.0
13759,245.0
13760,255.0
13761,245.0
13762,225.0
13763,215.0
13764,215.0
13765,205.0
13766,195.0
13767,195.0
13768,185.0
13769,185.0
13770,165.0
13771,240.0
13772,220.0
13773,220.0
13774,200.0
13775,415.0
13776,405.0
13777,405.0
13778,405.0
13779,450.0
13780,440.0
13781,440.0
13782,440.0
13783,430.0
13784,430.0
13785,430.0
13786,410.0
13787,410.0
13788,400.0
13789,400.0
13790,400.0
13791,390.0
13792,385.0
13793,380.0
13794,380.0
13795,380.0
13796,420.0
13797,400.0
13798,400.0
13799,400.0
13800,390.0
13801,390.0
13802,440.0
13803,430.0
13804,430.0
13805,390.0
13806,390.0
13807,380.0
13808,380.0
13809,370.0
13810,370.0
13811,350.0
13812,425.0
13813,415.0
13814,415.0
13815,415.0
13816,450.0
13817,440.0
13818,440.0
13819,420.0
13820,415.0
13821,430.0
13822,410.0
13823,410.0
13824,410.0
13825,410.0
13826,425.0
13827,405.0
13828,395.0
13829,395.0
13830,200.0
13831,215.0
13832,205.0
13833,195.0
13834,175.0
13835,175.0
13836,155.0
13837,145.0
13838,125.0
13839,240.0
13840,220.0
13841,220.0
13842,200.0
13843,180.0
13844,180.0
13845,160.0
13846,150.0
13847,150.0
13848,150.0
13849,170.0
13850,150.0
13851,150.0
13852,130.0
13853,225.0
13854,205.0
13855,205.0
13856,185.0
13857,365.0
13858,365.0
13859,365.0
13860,345.0
13861,410.0
13862,395.0
13863,395.0
13864,395.0
13865,415.0
13866,405.0
13867,405.0
13868,385.0
13869,385.0
13870,365.0
13871,355.0
13872,335.0
13873,335.0
13874,315.0
13875,305.0
13876,285.0
13877,420.0
13878,400.0
13879,390.0
13880,370.0
13881,370.0
13882,350.0
13883,340.0
13884,340.0
13885,320.0
13886,310.0
13887,290.0
13888,280.0
13889,270.0
13890,260.0
13891,240.0
13892,435.0
13893,450.0
13894,430.0
13895,420.0
13896,400.0
13897,510.0
13898,490.0
13899,480.0
13900,440.0
13901,420.0
13902,400.0
13903,380.0
13904,360.0
13905,350.0
13906,330.0
13907,400.0
13908,380.0
13909,415.0
13910,405.0
13911,395.0
13912,375.0
13913,365.0
13914,345.0
13915,325.0
13916,330.0
13917,345.0
13918,315.0
13919,305.0
13920,285.0
13921,345.0
13922,325.0
13923,315.0
13924,295.0
13925,275.0
13926,255.0
13927,245.0
13928,245.0
13929,350.0
13930,330.0
13931,310.0
13932,310.0
13933,310.0
13934,475.0
13935,465.0
13936,455.0
13937,445.0
13938,435.0
13939,450.0
13940,430.0
13941,420.0
13942,400.0
13943,200.0
13944,180.0
13945,170.0
13946,150.0
13947,150.0
13948,130.0
13949,120.0
13950,100.0
13951,100.0
13952,80.0
13953,70.0
13954,50.0
13955,230.0
13956,210.0
13957,285.0
13958,265.0
13959,255.0
13960,235.0
13961,195.0
13962,155.0
13963,135.0
13964,125.0
13965,105.0
13966,350.0
13967,340.0
13968,330.0
13969,330.0
13970,400.0
13971,400.0
13972,390.0
13973,370.0
13974,495.0
13975,495.0
13976,485.0
13977,510.0
13978,500.0
13979,500.0
13980,500.0
13981,490.0
13982,490.0
13983,490.0
13984,525.0
13985,515.0
13986,505.0
13987,505.0
13988,560.0
13989,550.0
13990,540.0
13991,540.0
13992,520.0
13993,520.0
13994,520.0
13995,575.0
13996,555.0
13997,630.0
13998,620.0
13999,600.0
14000,590.0
14001,580.0
14002,560.0
14003,530.0
14004,520.0
14005,540.0
14006,535.0
14007,525.0
14008,525.0
14009,525.0
14010,505.0
14011,510.0
14012,490.0
14013,490.0
14014,490.0
14015,490.0
14016,470.0
14017,460.0
14018,460.0
14019,595.0
14020,575.0
14021,575.0
14022,555.0
14023,660.0
14024,650.0
14025,640.0
14026,640.0
14027,640.0
14028,640.0
14029,630.0
14030,620.0
14031,610.0
14032,605.0
14033,620.0
14034,610.0
14035,600.0
14036,600.0
14037,560.0
14038,555.0
14039,535.0
14040,525.0
14041,525.0
14042,485.0
14043,445.0
14044,435.0
14045,415.0
14046,405.0
14047,405.0
14048,385.0
14049,200.0
14050,190.0
14051,180.0
14052,160.0
14053,280.0
14054,270.0
14055,260.0
14056,240.0
14057,380.0
14058,360.0
14059,350.0
14060,330.0
14061,310.0
14062,270.0
14063,270.0
14064,260.0
14065,260.0
14066,240.0
14067,300.0
14068,290.0
14069,290.0
14070,285.0
14071,280.0
14072,270.0
14073,250.0
14074,230.0
14075,210.0
14076,190.0
14077,170.0
14078,170.0
14079,170.0
14080,245.0
14081,235.0
14082,235.0
14083,215.0
14084,345.0
14085,335.0
14086,335.0
14087,335.0
14088,370.0
14089,360.0
14090,350.0
14091,330.0
14092,320.0
14093,320.0
14094,320.0
14095,320.0
14096,310.0
14097,310.0
14098,310.0
14099,310.0
14100,300.0
14101,300.0
14102,300.0
14103,345.0
14104,335.0
14105,335.0
14106,335.0
14107,325.0
14108,315.0
14109,315.0
14110,315.0
14111,390.0
14112,375.0
14113,375.0
14114,375.0
14115,425.0
14116,415.0
14117,415.0
14118,415.0
14119,465.0
14120,455.0
14121,445.0
14122,445.0
14123,425.0
14124,415.0
14125,415.0
14126,415.0
14127,405.0
14128,405.0
14129,405.0
14130,437.5
14131,427.5
14132,417.5
14133,417.5
14134,417.5
14135,397.5
14136,387.5
14137,377.5
14138,367.5
14139,367.5
14140,362.5
14141,347.5
14142,337.5
14143,337.5
14144,437.5
14145,452.5
14146,442.5
14147,442.5
14148,442.5
14149,492.5
14150,472.5
14151,527.5
14152,507.5
14153,497.5
14154,497.5
14155,572.5
14156,552.5
14157,607.5
14158,587.5
14159,200.0
14160,190.0
14161,215.0
14162,205.0
14163,250.0
14164,240.0
14165,230.0
14166,225.0
14167,220.0
14168,210.0
14169,210.0
14170,200.0
14171,190.0
14172,190.0
14173,180.0
14174,170.0
14175,170.0
14176,160.0
14177,160.0
14178,160.0
14179,205.0
14180,185.0
14181,185.0
14182,185.0
14183,255.0
14184,235.0
14185,235.0
14186,235.0
14187,290.0
14188,270.0
14189,270.0
14190,270.0
14191,345.0
14192,325.0
14193,325.0
14194,325.0
14195,370.0
14196,370.0
14197,370.0
14198,370.0
14199,330.0
14200,325.0
14201,310.0
14202,310.0
14203,290.0
14204,380.0
14205,360.0
14206,360.0
14207,340.0
14208,435.0
14209,415.0
14210,415.0
14211,395.0
14212,510.0
14213,510.0
14214,490.0
14215,490.0
14216,470.0
14217,605.0
14218,585.0
14219,585.0
14220,565.0
14221,680.0
14222,670.0
14223,670.0
14224,670.0
14225,670.0
14226,650.0
14227,630.0
14228,620.0
14229,600.0
14230,600.0
14231,585.0
14232,585.0
14233,585.0
14234,585.0
14235,575.0
14236,575.0
14237,575.0
14238,620.0
14239,610.0
14240,610.0
14241,610.0
14242,675.0
14243,690.0
14244,680.0
14245,660.0
14246,640.0
14247,640.0
14248,630.0
14249,630.0
14250,630.0
14251,665.0
14252,660.0
14253,660.0
14254,650.0
14255,650.0
14256,630.0
14257,200.0
14258,180.0
14259,170.0
14260,150.0
14261,315.0
14262,295.0
14263,295.0
14264,275.0
14265,410.0
14266,400.0
14267,400.0
14268,380.0
14269,465.0
14270,445.0
14271,445.0
14272,425.0
14273,425.0
14274,405.0
14275,395.0
14276,375.0
14277,335.0
14278,315.0
14279,305.0
14280,305.0
14281,305.0
14282,425.0
14283,410.0
14284,400.0
14285,380.0
14286,600.0
14287,580.0
14288,580.0
14289,540.0
14290,540.0
14291,520.0
14292,520.0
14293,520.0
14294,590.0
14295,570.0
14296,560.0
14297,540.0
14298,675.0
14299,665.0
14300,655.0
14301,635.0
14302,635.0
14303,615.0
14304,690.0
14305,670.0
14306,680.0
14307,660.0
14308,650.0
14309,650.0
14310,610.0
14311,870.0
14312,835.0
14313,835.0
14314,815.0
14315,805.0
14316,785.0
14317,765.0
14318,755.0
14319,735.0
14320,735.0
14321,705.0
14322,695.0
14323,685.0
14324,685.0
14325,945.0
14326,925.0
14327,1000.0
14328,980.0
14329,970.0
14330,950.0
14331,1065.0
14332,1045.0
14333,1035.0
14334,1015.0
14335,1005.0
14336,995.0
14337,985.0
14338,965.0
14339,945.0
14340,900.0
14341,885.0
14342,875.0
14343,855.0
14344,1015.0
14345,1030.0
14346,1000.0
14347,990.0
14348,970.0
14349,1170.0
14350,1150.0
14351,1205.0
14352,1210.0
14353,1200.0
14354,1190.0
14355,1170.0
14356,1165.0
14357,1150.0
14358,1150.0
14359,1130.0
14360,1110.0
14361,200.0
14362,180.0
14363,170.0
14364,150.0
14365,130.0
14366,90.0
14367,90.0
14368,105.0
14369,95.0
14370,85.0
14371,65.0
14372,185.0
14373,175.0
14374,165.0
14375,155.0
14376,135.0
14377,365.0
14378,345.0
14379,335.0
14380,315.0
14381,480.0
14382,475.0
14383,475.0
14384,455.0
14385,445.0
14386,425.0
14387,535.0
14388,525.0
14389,515.0
14390,495.0
14391,590.0
14392,570.0
14393,570.0
14394,550.0
14395,550.0
14396,530.0
14397,530.0
14398,530.0
14399,510.0
14400,500.0
14401,500.0
14402,480.0
14403,480.0
14404,460.0
14405,550.0
14406,530.0
14407,530.0
14408,530.0
14409,635.0
14410,615.0
14411,615.0
14412,595.0
14413,700.0
14414,700.0
14415,700.0
14416,680.0
14417,675.0
14418,660.0
14419,660.0
14420,640.0
14421,730.0
14422,710.0
14423,710.0
14424,710.0
14425,690.0
14426,680.0
14427,660.0
14428,775.0
14429,755.0
14430,755.0
14431,735.0
14432,895.0
14433,910.0
14434,890.0
14435,870.0
14436,860.0
14437,840.0
14438,985.0
14439,975.0
14440,975.0
14441,975.0
14442,1050.0
14443,1035.0
14444,1035.0
14445,1035.0
14446,1035.0
14447,1015.0
14448,1015.0
14449,1015.0
14450,1110.0
14451,1090.0
14452,1070.0
14453,1070.0
14454,1070.0
14455,1050.0
14456,1035.0
14457,1015.0
14458,1015.0
14459,1080.0
14460,1085.0
14461,1075.0
14462,1070.0
14463,1055.0
14464,1055.0
14465,1055.0
14466,200.0
14467,190.0
14468,180.0
14469,180.0
14470,160.0
14471,150.0
14472,140.0
14473,130.0
14474,110.0
14475,230.0
14476,215.0
14477,205.0
14478,185.0
14479,355.0
14480,335.0
14481,325.0
14482,305.0
14483,440.0
14484,455.0
14485,435.0
14486,425.0
14487,405.0
14488,520.0
14489,490.0
14490,490.0
14491,470.0
14492,460.0
14493,450.0
14494,430.0
14495,490.0
14496,470.0
14497,470.0
14498,450.0
14499,545.0
14500,550.0
14501,540.0
14502,530.0
14503,510.0
14504,660.0
14505,645.0
14506,695.0
14507,675.0
14508,740.0
14509,720.0
14510,815.0
14511,795.0
14512,785.0
14513,785.0
14514,765.0
14515,755.0
14516,735.0
14517,875.0
14518,865.0
14519,895.0
14520,885.0
14521,875.0
14522,875.0
14523,875.0
14524,875.0
14525,855.0
14526,845.0
14527,835.0
14528,815.0
14529,815.0
14530,815.0
14531,810.0
14532,795.0
14533,785.0
14534,765.0
14535,765.0
14536,745.0
14537,735.0
14538,715.0
14539,715.0
14540,695.0
14541,740.0
14542,710.0
14543,700.0
14544,700.0
14545,770.0
14546,750.0
14547,750.0
14548,730.0
14549,825.0
14550,840.0
14551,820.0
14552,820.0
14553,800.0
14554,790.0
14555,780.0
14556,780.0
14557,760.0
14558,855.0
14559,870.0
14560,195.0
14561,170.0
14562,160.0
14563,150.0
14564,150.0
14565,130.0
14566,130.0
14567,110.0
14568,315.0
14569,295.0
14570,285.0
14571,265.0
14572,245.0
14573,225.0
14574,215.0
14575,195.0
14576,340.0
14577,320.0
14578,310.0
14579,290.0
14580,420.0
14581,400.0
14582,390.0
14583,390.0
14584,370.0
14585,360.0
14586,340.0
14587,505.0
14588,485.0
14589,465.0
14590,455.0
14591,435.0
14592,685.0
14593,665.0
14594,710.0
14595,700.0
14596,690.0
14597,670.0
14598,650.0
14599,645.0
14600,660.0
14601,640.0
14602,640.0
14603,640.0
14604,620.0
14605,610.0
14606,590.0
14607,705.0
14608,685.0
14609,675.0
14610,655.0
14611,655.0
14612,635.0
14613,625.0
14614,605.0
14615,605.0
14616,585.0
14617,585.0
14618,640.0
14619,620.0
14620,610.0
14621,590.0
14622,715.0
14623,705.0
14624,695.0
14625,690.0
14626,675.0
14627,675.0
14628,655.0
14629,635.0
14630,615.0
14631,595.0
14632,575.0
14633,555.0
14634,545.0
14635,525.0
14636,505.0
14637,505.0
14638,485.0
14639,475.0
14640,465.0
14641,445.0
14642,595.0
14643,575.0
14644,565.0
14645,545.0
14646,740.0
14647,720.0
14648,710.0
14649,700.0
14650,680.0
14651,960.0
14652,975.0
14653,955.0
14654,1010.0
14655,1025.0
14656,1005.0
14657,995.0
14658,975.0
14659,1090.0
14660,200.0
14661,190.0
14662,180.0
14663,160.0
14664,120.0
14665,100.0
14666,80.0
14667,40.0
14668,30.0
14669,20.0
14670,10.0
14671,160.0
14672,145.0
14673,135.0
14674,115.0
14675,415.0
14676,395.0
14677,445.0
14678,425.0
